sale_id,store_id,employee_id,product_id,customer_id,quantity,sale_date,unit_price,discount_pct,payment_method,notes
5056,12,108,894,1495,4,2025-06-16,132.05,5.2,Online,
5057,9,51,3807,1457,1,2025-01-06,121.77,10.0,Credit Card,
5059,9,111,3267,98,1,2025-11-29,290.08,3.6,Online,
5061,12,93,4551,284,1,2025-07-13,181.25,5.7,Online,Loyalty tier discount applied
5065,10,16,1758,102,1,2025-07-09,34.47,27.3,Debit Card,
5067,11,44,2207,398,2,2024-11-10,244.37,28.6,Cash,
5071,9,25,3690,75,5,2025-09-06,38.07,7.6,Credit Card,Loyalty tier discount applied
5073,12,100,4868,75,3,2025-04-02,51.57,7.7,Cash,
5075,9,52,4303,168,5,2025-04-28,112.61,7.6,Debit Card,
5080,12,93,2968,184,2,2025-01-15,170.87,7.0,Credit Card,Loyalty tier discount applied
5082,9,24,4474,76,1,2025-11-19,43.58,11.8,Credit Card,Loyalty tier discount applied
5084,9,2,1139,667,1,2025-09-26,178.94,6.2,Credit Card,
5094,11,97,3358,220,2,2025-01-01,295.84,24.1,Online,Price matched to competitor flyer
5099,10,38,825,166,1,2025-07-15,249.86,28.2,Credit Card,
5101,12,36,2630,885,1,2025-03-05,296.21,10.1,Debit Card,Price matched to competitor flyer
5107,12,18,4427,516,1,2025-02-17,47.28,6.4,Cash,
5108,12,100,4389,296,1,2024-12-28,119.29,8.4,Cash,
5114,11,44,3457,81,4,2025-03-13,254.16,29.5,Cash,Promo code WELCOME15 applied at checkout
5115,12,108,4406,75,5,2025-11-09,59.02,5.4,Cash,Promo code LOYALTY20 applied at checkout
5116,10,101,3925,225,3,2025-11-06,148.57,33.8,Debit Card,
5117,12,93,1780,243,1,2024-10-17,296.83,7.6,Cash,
5118,10,33,411,53,1,2025-07-07,138.32,27.4,Cash,Promo code SEASON25 applied at checkout
5119,9,65,4395,256,1,2025-12-06,44.9,4.5,Cash,Promo code SEASON25 applied at checkout
5120,12,93,511,89,5,2024-12-26,106.74,8.1,Debit Card,
5121,11,63,1907,276,1,2024-10-15,7.63,27.6,Debit Card,Price matched to competitor flyer
5123,11,63,537,43,1,2025-08-29,144.1,30.9,Credit Card,Price matched to competitor flyer
5124,12,36,2629,200,2,2024-12-28,175.95,5.4,Credit Card,
5125,11,63,2563,117,1,2024-11-09,237.23,26.3,Credit Card,
5126,11,12,708,288,5,2024-12-08,73.02,24.1,Online,Promo code LOYALTY20 applied at checkout
5131,11,12,3655,273,2,2025-07-18,158.07,30.9,Cash,
5134,9,52,2821,715,1,2025-04-30,125.34,7.6,Cash,Price matched to competitor flyer
5135,12,100,2157,209,2,2025-07-28,242.12,11.0,Credit Card,Price matched to competitor flyer
5136,11,81,815,781,1,2025-09-18,259.91,27.9,Cash,Loyalty tier discount applied
5137,12,102,4597,237,2,2025-10-13,260.21,11.6,Debit Card,
5140,12,102,2766,88,3,2025-01-03,239.4,6.2,Credit Card,
5141,9,106,4460,662,1,2024-12-20,253.12,4.1,Debit Card,Promo code LOYALTY20 applied at checkout
5145,10,33,3257,144,4,2025-05-18,239.56,25.9,Online,Loyalty tier discount applied
5152,12,108,336,233,1,2025-07-29,171.31,3.9,Credit Card,Loyalty tier discount applied
5153,11,97,748,254,4,2024-10-22,205.91,23.4,Credit Card,Price matched to competitor flyer
5155,10,16,1838,226,3,2025-09-29,90.68,33.3,Online,
5166,9,106,1496,874,3,2025-01-13,268.49,6.6,Debit Card,Price matched to competitor flyer
5167,10,39,4382,874,2,2024-11-21,188.98,23.4,Credit Card,
5169,9,61,601,145,2,2025-02-18,152.35,10.5,Debit Card,
5173,12,36,4930,133,3,2025-12-02,188.76,5.5,Debit Card,Promo code LOYALTY20 applied at checkout
5175,10,75,2398,50,2,2024-12-24,76.97,33.8,Cash,
5176,10,16,3245,707,2,2025-07-25,34.71,29.3,Credit Card,
5180,9,2,1511,146,3,2024-12-18,287.82,3.0,Credit Card,
5183,10,15,686,38,5,2024-11-23,14.71,31.9,Credit Card,Loyalty tier discount applied
5190,10,39,334,1356,1,2025-10-20,277.83,24.0,Credit Card,
5193,11,44,3853,3,2,2025-11-15,192.74,31.5,Cash,Promo code WELCOME15 applied at checkout
5196,10,33,3744,189,4,2025-03-25,144.12,26.2,Credit Card,Promo code SAVE10 applied at checkout
5206,9,25,4689,1167,4,2025-10-20,113.72,9.0,Debit Card,
5207,10,55,445,200,1,2025-07-04,213.06,28.9,Debit Card,Loyalty tier discount applied
5208,12,36,1373,240,1,2025-03-04,120.71,8.2,Cash,
5209,12,102,2831,43,2,2025-02-27,246.38,8.8,Debit Card,
5213,12,36,2749,1167,1,2025-10-02,231.38,10.6,Cash,
5219,10,101,3615,609,1,2025-10-15,290.56,33.2,Debit Card,Price matched to competitor flyer
5221,9,61,1139,850,1,2025-03-11,178.94,4.9,Cash,
5222,11,81,262,15,1,2025-07-25,234.31,24.8,Credit Card,Price matched to competitor flyer
5224,11,64,4687,644,1,2024-10-21,232.09,29.8,Debit Card,Promo code WELCOME15 applied at checkout
5230,11,44,1129,229,4,2025-09-27,294.82,26.8,Credit Card,Price matched to competitor flyer
5233,10,67,2541,297,1,2025-04-17,179.21,24.3,Credit Card,
5238,12,102,1186,170,1,2025-05-21,244.66,6.4,Cash,
5239,11,64,4327,652,2,2025-03-08,290.19,26.9,Online,Promo code SEASON25 applied at checkout
5241,12,100,1984,1226,3,2025-08-12,236.49,3.8,Cash,
5242,12,100,1687,266,2,2025-10-18,172.37,8.7,Debit Card,Promo code WELCOME15 applied at checkout
5252,9,27,2253,1151,1,2025-04-16,209.72,7.8,Online,
5254,11,64,3840,1031,5,2025-09-25,114.48,27.1,Debit Card,
5262,11,12,1608,204,5,2024-11-23,71.69,27.3,Debit Card,
5264,11,44,2561,208,2,2025-08-25,134.01,26.1,Debit Card,Promo code LOYALTY20 applied at checkout
5269,9,52,538,252,3,2025-10-12,188.69,7.3,Debit Card,Price matched to competitor flyer
5270,9,106,2767,50,4,2025-11-04,240.2,3.5,Online,Loyalty tier discount applied
5271,9,6,497,1305,3,2025-07-26,10.55,7.4,Debit Card,
5272,12,108,1383,126,1,2025-05-05,245.92,6.3,Credit Card,
5273,11,97,359,286,2,2025-11-10,265.57,22.7,Cash,
5274,11,12,3843,18,1,2024-12-30,144.84,32.5,Credit Card,Promo code SAVE10 applied at checkout
5282,9,106,1101,270,2,2025-07-04,110.78,11.9,Credit Card,Promo code LOYALTY20 applied at checkout
5297,11,63,2748,475,1,2025-04-21,78.05,32.5,Credit Card,Promo code SAVE10 applied at checkout
5299,10,87,2289,38,4,2025-06-30,122.31,31.1,Credit Card,
5300,10,33,2747,26,5,2025-01-26,237.46,25.7,Online,Loyalty tier discount applied
5304,9,65,572,246,1,2025-01-23,254.34,5.6,Debit Card,
5307,10,16,2907,210,2,2024-10-11,198.18,30.4,Debit Card,Price matched to competitor flyer
5314,12,108,4719,204,3,2025-02-08,197.14,6.8,Online,Promo code LOYALTY20 applied at checkout
5321,12,102,3678,426,5,2025-04-18,245.62,4.2,Debit Card,
5322,12,36,4193,610,1,2025-04-22,177.26,11.8,Online,
5323,12,102,4510,1275,5,2024-12-26,153.02,9.2,Debit Card,
5325,10,33,727,180,2,2025-06-17,274.11,29.1,Cash,Promo code SAVE10 applied at checkout
5333,11,64,4610,1346,4,2024-10-21,60.85,33.6,Online,
5339,11,64,3249,1319,5,2025-04-25,171.19,32.0,Credit Card,Price matched to competitor flyer
5341,11,63,638,93,1,2025-05-13,121.64,28.7,Online,
5342,12,102,2054,485,5,2025-08-25,88.31,6.2,Cash,
5344,12,36,4145,18,3,2024-11-06,115.47,5.2,Debit Card,
5345,12,102,4426,506,5,2025-05-03,55.1,11.9,Cash,
5346,11,97,2645,145,2,2025-05-09,83.04,31.7,Online,Promo code WELCOME15 applied at checkout
5348,10,16,618,119,1,2025-05-07,188.5,30.4,Cash,Price matched to competitor flyer
5353,11,97,2505,1340,1,2025-07-30,126.81,26.0,Credit Card,
5355,10,33,2008,245,1,2025-09-11,212.69,24.0,Debit Card,
5358,11,64,4115,61,2,2025-07-02,127.6,30.0,Debit Card,Price matched to competitor flyer
5359,9,106,1399,53,2,2025-02-02,58.08,11.5,Cash,Promo code SEASON25 applied at checkout
5361,11,12,4663,36,5,2025-08-05,254.52,27.0,Credit Card,Price matched to competitor flyer
5363,12,102,1538,20,3,2024-10-20,96.04,7.3,Cash,
5364,9,27,796,1338,3,2024-10-09,65.24,7.3,Credit Card,
5366,11,97,3671,1073,2,2025-02-04,176.23,31.5,Debit Card,Promo code WELCOME15 applied at checkout
5367,9,24,4942,119,2,2025-02-16,203.77,11.1,Debit Card,
5369,9,120,4565,172,4,2025-10-13,229.97,11.6,Cash,Promo code SAVE10 applied at checkout
5370,11,44,890,34,1,2024-11-12,243.24,25.5,Credit Card,Price matched to competitor flyer
5371,11,12,4995,692,1,2025-11-29,166.14,26.6,Debit Card,
5374,11,97,1879,854,3,2025-05-22,89.26,33.1,Cash,
5382,9,111,3884,939,1,2025-09-04,274.47,6.3,Cash,Promo code LOYALTY20 applied at checkout
5387,12,93,1923,227,3,2025-01-10,56.62,9.2,Online,Price matched to competitor flyer
5392,10,117,2575,296,1,2025-02-01,47.01,22.4,Debit Card,Promo code WELCOME15 applied at checkout
5395,9,52,3246,1484,1,2025-04-03,63.47,7.4,Debit Card,Loyalty tier discount applied
5397,10,101,3318,149,1,2025-03-09,295.68,27.1,Credit Card,Promo code SEASON25 applied at checkout
5398,10,33,2198,749,1,2025-07-31,263.37,28.5,Online,
5399,12,100,946,62,1,2025-06-30,293.04,11.5,Credit Card,Price matched to competitor flyer
5400,12,93,1204,233,2,2025-01-29,149.13,8.9,Debit Card,Promo code SEASON25 applied at checkout
5405,9,24,3886,230,4,2025-01-22,192.14,9.7,Debit Card,
5410,9,27,4137,7,1,2024-11-26,267.87,11.7,Online,Loyalty tier discount applied
5413,10,101,613,1152,1,2024-12-17,197.12,28.5,Cash,Promo code SEASON25 applied at checkout
5416,12,102,1225,68,5,2025-08-05,174.43,4.2,Debit Card,
5420,10,33,4397,84,3,2025-10-05,171.56,31.5,Debit Card,Loyalty tier discount applied
5421,12,60,2981,547,5,2025-08-17,232.92,4.9,Credit Card,Promo code LOYALTY20 applied at checkout
5433,12,93,4561,45,2,2025-11-16,241.18,5.9,Debit Card,Price matched to competitor flyer
5434,12,93,2714,1172,1,2025-11-19,173.9,10.0,Cash,
5439,12,102,3092,1235,1,2025-06-30,44.58,7.5,Debit Card,
5445,10,117,3295,771,5,2024-12-01,261.9,33.5,Debit Card,Price matched to competitor flyer
5446,9,65,2123,615,2,2025-10-02,226.97,4.9,Debit Card,Promo code LOYALTY20 applied at checkout
5447,10,33,3984,1404,1,2025-09-03,232.69,25.1,Debit Card,Price matched to competitor flyer
5449,12,93,3475,192,5,2025-01-21,223.04,4.4,Debit Card,
5450,11,64,1900,145,4,2025-09-21,59.34,30.3,Online,Price matched to competitor flyer
5454,12,102,816,197,1,2025-01-21,264.98,9.2,Online,Price matched to competitor flyer
5456,12,36,860,149,1,2024-11-12,272.38,11.9,Credit Card,Price matched to competitor flyer
5460,11,12,4250,968,4,2024-10-31,67.08,28.7,Debit Card,Promo code SAVE10 applied at checkout
5461,9,2,4688,295,3,2025-09-26,29.07,4.8,Cash,Promo code WELCOME15 applied at checkout
5462,11,97,3552,300,3,2024-12-14,206.13,26.7,Credit Card,
5464,9,65,820,7,2,2025-10-17,185.2,7.7,Credit Card,
5466,12,36,1108,30,1,2025-11-30,263.23,5.4,Online,Promo code SAVE10 applied at checkout
5467,10,71,4991,139,5,2024-11-07,203.57,32.1,Debit Card,
5469,12,93,3056,628,1,2025-06-08,122.11,8.6,Credit Card,Promo code WELCOME15 applied at checkout
5470,11,97,2604,337,4,2024-10-21,113.66,33.3,Debit Card,Loyalty tier discount applied
5472,10,38,1347,41,1,2024-12-15,139.34,29.8,Online,
5487,12,93,3266,262,2,2025-02-01,278.87,3.5,Credit Card,Promo code LOYALTY20 applied at checkout
5493,9,61,2655,127,1,2025-04-26,49.05,3.6,Online,Price matched to competitor flyer
5494,10,15,208,61,5,2025-06-02,288.82,27.0,Debit Card,Loyalty tier discount applied
5496,9,61,1307,189,2,2025-10-12,85.63,6.8,Credit Card,
5498,10,87,4918,15,1,2025-03-31,67.56,31.9,Credit Card,
5499,12,60,4033,385,2,2025-05-26,227.19,3.5,Cash,
5500,12,36,2606,2,3,2025-01-05,40.27,10.3,Debit Card,
5501,11,97,3212,253,1,2025-05-18,213.17,30.0,Online,Price matched to competitor flyer
5503,11,64,2158,365,2,2025-05-08,117.03,30.8,Credit Card,Promo code WELCOME15 applied at checkout
5506,10,87,302,402,4,2025-10-29,169.12,30.4,Credit Card,
5507,9,25,1363,1065,2,2025-04-26,12.4,10.7,Cash,Promo code SAVE10 applied at checkout
5508,10,33,3917,249,4,2025-10-14,125.84,23.2,Credit Card,
5511,10,33,534,61,4,2025-11-21,209.14,31.0,Credit Card,
5515,10,38,2111,204,4,2025-08-09,27.97,27.6,Debit Card,
5519,9,61,1353,133,2,2025-07-17,279.53,4.5,Debit Card,Promo code SAVE10 applied at checkout
5521,9,65,3347,1435,1,2025-03-16,218.52,3.4,Credit Card,
5525,10,33,850,934,1,2025-08-23,123.8,26.8,Credit Card,Promo code SAVE10 applied at checkout
5528,9,52,3315,179,2,2025-09-04,7.49,8.2,Credit Card,Promo code WELCOME15 applied at checkout
5533,12,36,3802,116,1,2025-01-12,126.29,11.6,Online,Promo code SAVE10 applied at checkout
5535,12,60,3172,10,2,2025-09-03,191.61,3.7,Debit Card,
5538,12,108,2692,235,1,2025-05-25,91.52,8.3,Debit Card,
5540,10,55,2887,585,5,2024-10-31,99.77,30.9,Credit Card,Price matched to competitor flyer
5541,12,18,1103,11,5,2024-12-06,13.51,7.1,Debit Card,
5543,10,67,756,292,2,2025-03-06,66.34,32.7,Debit Card,Price matched to competitor flyer
5550,9,27,1437,199,2,2025-11-03,268.15,4.8,Debit Card,
5551,11,63,1103,164,2,2025-11-04,13.51,28.3,Cash,Loyalty tier discount applied
5554,9,2,670,219,1,2025-01-11,59.13,4.7,Cash,
5555,12,102,1105,48,1,2025-03-16,134.88,4.1,Debit Card,
5559,10,87,713,249,1,2024-12-25,22.61,24.1,Credit Card,
5560,10,39,3826,124,2,2024-12-21,36.83,25.4,Cash,Price matched to competitor flyer
5561,12,102,4173,223,3,2025-06-17,238.89,8.2,Cash,Price matched to competitor flyer
5564,11,63,4759,19,4,2025-02-16,132.53,27.6,Debit Card,
5570,12,102,3405,1422,1,2025-03-30,26.44,3.6,Online,
5573,11,64,4567,282,4,2024-10-24,129.83,22.3,Debit Card,Price matched to competitor flyer
5574,12,18,4838,1218,1,2024-12-02,291.87,9.9,Credit Card,Promo code SEASON25 applied at checkout
5575,11,64,3157,1120,1,2025-08-27,195.54,27.8,Credit Card,
5583,10,101,904,10,1,2024-11-09,150.38,30.8,Cash,
5584,10,75,4847,1302,3,2025-03-16,16.42,30.2,Credit Card,Promo code WELCOME15 applied at checkout
5585,10,16,2079,37,5,2025-02-14,53.26,31.0,Debit Card,
5588,10,16,1631,130,4,2025-11-17,46.21,32.2,Debit Card,Loyalty tier discount applied
5591,10,117,4931,584,5,2025-05-20,136.97,23.0,Credit Card,
5594,9,25,2189,68,5,2025-11-27,245.33,9.6,Online,Promo code WELCOME15 applied at checkout
5597,12,18,3514,897,3,2025-05-05,225.4,3.7,Online,Price matched to competitor flyer
5598,12,18,701,3,1,2025-08-14,143.36,11.0,Online,
5601,11,44,297,1050,2,2025-07-10,47.8,27.3,Cash,Loyalty tier discount applied
5605,9,24,3513,252,1,2025-11-29,9.45,3.4,Credit Card,
5612,10,16,3860,255,1,2025-08-30,218.79,26.3,Debit Card,Loyalty tier discount applied
5618,11,97,3596,514,4,2025-01-06,155.56,25.2,Debit Card,Promo code LOYALTY20 applied at checkout
5622,9,37,3434,156,2,2024-11-02,141.5,11.0,Debit Card,
5626,11,63,2848,878,2,2025-04-22,52.71,32.8,Debit Card,Loyalty tier discount applied
5627,9,6,641,249,1,2025-05-07,55.87,7.2,Online,
5628,10,15,2486,92,5,2025-12-09,81.99,24.2,Credit Card,Loyalty tier discount applied
5629,12,102,4557,180,3,2024-12-04,173.01,9.7,Cash,Promo code LOYALTY20 applied at checkout
5633,12,60,1370,436,1,2025-08-23,5.02,9.6,Debit Card,Price matched to competitor flyer
5634,11,12,4819,186,1,2024-12-10,169.89,23.8,Credit Card,
5637,11,81,3195,149,2,2025-09-26,33.32,29.8,Debit Card,Price matched to competitor flyer
5643,10,87,4108,1481,4,2025-02-06,33.87,29.2,Credit Card,
5646,10,87,3714,1143,1,2025-02-18,123.41,25.5,Cash,
5647,10,75,2526,838,1,2025-01-15,279.38,32.9,Credit Card,
5652,12,108,3041,60,1,2025-02-05,204.17,3.2,Credit Card,Promo code LOYALTY20 applied at checkout
5654,9,111,2492,547,1,2024-11-08,178.22,9.6,Debit Card,Loyalty tier discount applied
5655,11,12,4648,1084,1,2025-03-26,223.94,32.5,Cash,Price matched to competitor flyer
5656,11,64,4078,112,1,2024-12-25,53.2,24.1,Credit Card,
5657,9,2,2925,362,3,2025-07-02,216.07,5.1,Online,
5671,10,16,1074,104,3,2025-03-24,292.78,25.5,Debit Card,
5680,10,16,445,65,1,2025-12-03,213.06,33.5,Credit Card,
5684,9,25,927,126,5,2025-06-07,64.58,4.8,Cash,
5688,10,117,432,580,1,2025-03-01,8.92,28.2,Online,Price matched to competitor flyer
5690,9,25,1306,245,5,2025-04-02,235.49,8.1,Credit Card,Promo code SAVE10 applied at checkout
5698,12,60,3859,1275,2,2025-11-03,161.61,11.2,Online,Loyalty tier discount applied
5700,9,65,2453,1230,1,2025-02-20,279.05,6.3,Debit Card,
5706,11,44,2329,178,1,2025-05-25,122.04,28.3,Debit Card,Loyalty tier discount applied
5708,11,44,1554,112,5,2025-11-22,296.2,31.8,Debit Card,Price matched to competitor flyer
5714,10,75,2530,21,2,2025-07-05,270.38,31.2,Credit Card,Price matched to competitor flyer
5717,12,100,3239,828,1,2024-10-12,212.25,11.4,Cash,Promo code SAVE10 applied at checkout
5721,9,65,3670,643,4,2025-10-11,60.46,6.3,Credit Card,Promo code WELCOME15 applied at checkout
5722,11,44,4777,1206,1,2025-10-19,61.61,29.0,Debit Card,
5729,12,108,860,201,2,2024-10-05,272.38,5.9,Credit Card,
5730,12,93,86,212,2,2024-10-31,227.22,6.6,Debit Card,
5731,10,39,4782,914,2,2025-06-10,192.06,26.7,Debit Card,
5734,10,15,3497,109,1,2024-10-14,20.48,30.2,Cash,Loyalty tier discount applied
5736,10,16,4147,286,1,2025-10-24,42.14,26.4,Debit Card,Promo code WELCOME15 applied at checkout
5737,12,93,3720,36,1,2025-07-05,100.68,4.9,Online,Promo code WELCOME15 applied at checkout
5738,11,64,4986,152,4,2025-02-27,74.9,27.4,Online,Promo code WELCOME15 applied at checkout
5739,9,51,4786,748,2,2025-07-11,269.4,11.4,Debit Card,Price matched to competitor flyer
5740,9,27,160,1088,1,2025-05-31,149.43,5.6,Debit Card,Price matched to competitor flyer
5742,9,6,1963,260,5,2025-09-13,81.2,10.3,Online,Promo code SEASON25 applied at checkout
5751,12,93,4433,256,1,2024-12-17,68.77,5.2,Credit Card,Price matched to competitor flyer
5758,9,120,3088,546,1,2025-04-27,30.08,10.6,Cash,
5759,12,18,2106,684,1,2024-11-06,221.01,7.0,Credit Card,Price matched to competitor flyer
5762,10,117,2209,929,2,2025-06-17,235.74,31.2,Debit Card,
5763,11,44,727,219,4,2024-12-18,274.11,29.3,Credit Card,
5764,12,93,3658,281,1,2025-11-24,91.63,6.9,Credit Card,
5765,9,37,3140,134,1,2024-12-23,171.49,5.4,Credit Card,
5766,11,12,4828,34,1,2025-06-01,48.52,30.7,Online,
5767,11,81,1804,83,2,2025-09-26,271.91,33.5,Debit Card,
5768,11,63,1297,640,5,2025-11-22,145.73,25.1,Debit Card,
5771,11,44,3259,427,2,2024-11-05,85.2,26.0,Debit Card,Price matched to competitor flyer
5785,9,120,2754,57,1,2025-12-09,99.4,4.3,Online,Promo code SAVE10 applied at checkout
5787,9,2,3046,125,4,2025-02-10,73.04,6.0,Debit Card,
5790,10,71,4242,203,1,2025-04-20,30.94,28.5,Cash,Promo code SAVE10 applied at checkout
5799,12,36,503,1335,2,2025-05-18,283.11,9.9,Credit Card,Promo code SEASON25 applied at checkout
5800,12,93,4200,476,2,2025-09-03,92.05,9.0,Credit Card,Promo code WELCOME15 applied at checkout
5801,10,67,1118,239,1,2025-02-04,154.85,33.5,Online,
5812,10,101,47,439,3,2025-03-26,45.13,27.9,Credit Card,Promo code SAVE10 applied at checkout
5813,11,44,3215,108,2,2025-04-07,231.0,29.7,Cash,
5814,11,12,4552,489,4,2025-10-14,66.2,22.8,Debit Card,Price matched to competitor flyer
5816,11,64,1904,140,3,2025-08-29,31.02,24.0,Credit Card,
5820,9,51,3122,72,2,2025-03-31,207.43,7.7,Credit Card,Promo code WELCOME15 applied at checkout
5822,10,33,285,244,3,2025-03-01,110.19,25.0,Debit Card,
5826,10,39,721,412,2,2025-05-20,114.48,32.7,Cash,
5827,11,81,1893,112,2,2025-01-23,230.97,28.1,Debit Card,Loyalty tier discount applied
5829,12,108,1271,305,1,2024-12-01,61.73,6.8,Online,Price matched to competitor flyer
5836,10,15,415,155,3,2024-12-26,61.74,23.1,Debit Card,Loyalty tier discount applied
5837,10,117,1823,833,1,2025-08-27,184.56,31.3,Debit Card,Promo code SEASON25 applied at checkout
5843,12,60,3385,72,1,2025-06-29,243.99,3.8,Cash,Promo code SAVE10 applied at checkout
5846,11,81,4988,297,4,2024-12-14,157.65,22.0,Credit Card,Promo code SEASON25 applied at checkout
5847,12,60,1969,184,1,2025-07-07,129.69,5.4,Online,
5849,9,37,1601,1284,1,2025-10-28,158.74,6.2,Online,
5851,12,100,854,62,1,2025-06-02,109.48,6.0,Cash,Promo code LOYALTY20 applied at checkout
5867,12,36,3595,732,1,2024-11-30,194.44,8.9,Online,
5869,10,75,1276,206,5,2025-01-16,123.84,24.2,Credit Card,Promo code SAVE10 applied at checkout
5872,10,101,2559,839,1,2025-08-31,207.06,28.0,Credit Card,
5874,9,120,1396,74,2,2025-04-22,257.53,3.6,Credit Card,
5877,9,65,1348,68,1,2025-11-13,210.11,7.3,Credit Card,Promo code WELCOME15 applied at checkout
5878,11,97,3180,324,1,2025-06-20,289.25,33.6,Credit Card,
5879,9,111,3911,1291,4,2025-05-20,24.87,7.9,Cash,
5881,11,12,4352,660,3,2025-10-05,85.98,31.7,Cash,
5882,10,38,4367,247,5,2024-10-04,87.4,29.4,Debit Card,
5889,9,25,2983,1079,1,2025-02-02,29.96,3.1,Credit Card,Promo code SAVE10 applied at checkout
5892,9,37,3699,156,2,2025-01-06,164.54,10.2,Credit Card,
5894,9,27,1662,23,2,2025-06-15,80.07,6.9,Credit Card,Price matched to competitor flyer
5897,11,63,749,1477,4,2025-02-11,145.37,29.9,Online,
5899,10,67,251,834,5,2025-06-27,62.2,33.2,Credit Card,Promo code LOYALTY20 applied at checkout
5903,10,117,2567,228,4,2024-12-16,66.16,32.3,Debit Card,Price matched to competitor flyer
5918,10,101,3491,284,2,2025-04-10,158.97,28.4,Cash,
5920,12,100,409,1348,4,2025-03-24,271.38,10.4,Online,
5922,9,25,926,246,2,2025-05-14,108.82,9.0,Online,Price matched to competitor flyer
5923,9,61,3996,619,4,2025-11-21,90.06,11.2,Cash,Promo code LOYALTY20 applied at checkout
5924,10,16,4803,892,3,2025-01-06,43.51,33.0,Cash,
5930,10,117,2076,1129,3,2025-09-15,159.48,33.1,Online,Promo code SAVE10 applied at checkout
5932,11,44,3675,565,1,2025-04-24,44.84,23.7,Credit Card,
5935,11,97,608,122,3,2024-10-05,105.15,25.5,Cash,Loyalty tier discount applied
5940,12,60,2084,83,1,2024-12-01,181.74,9.1,Debit Card,Promo code SAVE10 applied at checkout
5941,9,6,238,287,5,2024-10-14,120.67,7.9,Credit Card,Price matched to competitor flyer
5944,10,75,675,416,2,2025-04-13,76.81,32.0,Debit Card,Price matched to competitor flyer
5945,10,101,25,196,5,2025-11-21,43.62,26.7,Debit Card,
5948,11,97,539,266,1,2025-08-02,264.03,22.2,Online,
5950,12,18,1898,2,3,2025-11-08,263.04,6.5,Cash,Price matched to competitor flyer
5951,12,18,794,169,1,2025-03-01,239.21,7.7,Online,
5964,9,6,3477,1102,1,2025-06-30,98.03,5.0,Debit Card,Promo code SAVE10 applied at checkout
5965,12,108,4040,26,2,2025-10-07,30.06,9.0,Credit Card,
5976,11,81,681,440,1,2025-07-26,264.89,31.1,Cash,
5977,12,100,4042,55,5,2025-05-04,72.76,4.1,Credit Card,
5980,12,108,4701,1073,2,2025-12-08,229.97,4.8,Debit Card,
5981,9,120,4293,515,3,2025-09-21,180.83,6.8,Credit Card,Promo code SEASON25 applied at checkout
5984,12,93,155,21,2,2024-11-14,275.61,10.2,Credit Card,
5985,12,100,717,221,4,2024-10-28,247.69,8.4,Online,Price matched to competitor flyer
5990,10,39,3671,198,2,2025-09-14,176.23,30.0,Credit Card,
5991,11,63,1256,646,1,2025-08-31,124.31,26.4,Debit Card,Price matched to competitor flyer
5994,11,63,2852,1349,4,2025-02-25,14.34,33.2,Credit Card,Promo code LOYALTY20 applied at checkout
5995,11,81,3118,774,5,2025-11-27,247.64,25.1,Debit Card,Loyalty tier discount applied
5998,11,64,2210,1329,1,2024-11-15,89.1,28.9,Debit Card,
6004,12,60,2930,507,3,2025-03-15,71.49,3.4,Debit Card,
6006,9,51,1236,221,1,2025-08-09,91.66,10.2,Cash,Loyalty tier discount applied
6009,10,87,2647,532,1,2024-11-01,255.29,29.1,Online,
6013,9,25,2569,214,1,2024-10-13,180.38,7.2,Cash,
6014,9,24,4953,380,2,2025-04-04,283.48,6.0,Debit Card,Promo code SEASON25 applied at checkout
6017,11,97,4736,979,1,2025-07-22,142.61,25.9,Credit Card,Price matched to competitor flyer
6019,11,97,1783,142,5,2024-10-21,33.94,24.5,Online,
6021,10,16,1320,169,4,2025-07-26,101.16,22.3,Credit Card,
6023,10,67,1182,139,3,2025-08-02,183.23,29.7,Debit Card,
6031,9,106,3820,255,4,2024-12-06,233.4,8.1,Cash,
6033,12,36,188,179,4,2025-06-05,202.34,6.2,Debit Card,
6037,12,60,2579,204,2,2024-12-17,49.74,6.8,Debit Card,
6038,9,6,2943,457,1,2025-11-28,16.79,3.4,Cash,
6040,10,39,3838,221,1,2024-12-10,263.49,34.0,Credit Card,Promo code LOYALTY20 applied at checkout
6043,9,52,4289,161,4,2025-06-26,162.3,11.4,Credit Card,Promo code LOYALTY20 applied at checkout
6045,9,25,4294,135,4,2025-09-16,235.35,4.0,Debit Card,
6047,11,63,2479,25,5,2024-11-26,198.56,30.3,Credit Card,Promo code LOYALTY20 applied at checkout
6048,12,18,2109,994,1,2024-10-15,175.51,10.2,Online,Price matched to competitor flyer
6051,12,100,4830,113,2,2025-04-07,275.48,9.6,Debit Card,Promo code SEASON25 applied at checkout
6058,11,81,4255,114,1,2025-08-02,162.81,22.5,Credit Card,
6060,10,67,2539,80,3,2025-04-03,123.88,30.8,Cash,Promo code WELCOME15 applied at checkout
6061,10,15,4578,81,5,2025-03-17,119.35,28.4,Cash,
6062,9,52,2749,248,1,2025-11-10,231.38,8.8,Online,
6063,11,12,1744,519,2,2025-03-09,214.82,25.4,Debit Card,
6065,9,106,346,238,3,2025-04-12,80.72,6.4,Credit Card,Price matched to competitor flyer
6069,12,108,147,376,3,2025-11-06,280.48,11.0,Debit Card,Price matched to competitor flyer
6074,12,18,4257,70,2,2025-04-13,241.69,4.1,Credit Card,Loyalty tier discount applied
